movie_title,review
용길이네 곱창집,내 인생 최악의영화 중 한 편 .. 이도 저도 아닌 일본영화 로 느껴진 영화 용길이네곱창집(야키니쿠드래곤) 전쟁통에 끌려간 후 반겨주는 친척도 친구도 없다 오갈곳 없이 일본에서 곱...
용길이네 곱창집,곱창 먹으면서 힐링하는 영화가 아니었네. 일부 장면은 마치 연극 무대를 그대로 옮긴 듯한 느낌.
용길이네 곱창집,고만 울어~
용길이네 곱창집,.
용길이네 곱창집,역사의 이야기. 너무 호흡이 길고 연극 같다 3.7
용길이네 곱창집,눈물로 볶을 것까지야
용길이네 곱창집,가족 구성원의 콜라보가 영 맞지는 않으나... 배우들의 연기력으로 그런대로 볼만함
용길이네 곱창집,여러모로 난잡한데 소재가 소재니 그러려니 했다
용길이네 곱창집,영화적 기록으로 남기고 싶은 과거의 한 순간
용길이네 곱창집,세대가 이어지고 시대가 이어진다는 것
용길이네 곱창집,가지 많은 나무에 바람 잘 날 없던 그때 그 시절.
용길이네 곱창집,각자의 위치에서 절박한 삶을 살아가는 가족 이야기...
용길이네 곱창집,일본에 살고 있는 재일교포들의 슬프지만 단단한 이야기
용길이네 곱창집,"불꽃놀이를 피우는 일본의 그림자 속에서도 웃고도 우는 희로애락을 즐기는 재일교포의 가족 드라마 속에서 민족적 아픔과 가족적 위로를 담으며, 코미디는 연극처럼, 감동은 영화답게 잘 ..."
롱레그스,"퍼즐조각처럼 되어 있는 영화, 페이스 느린 편 오컬트 좋아하면 만족할만한 아는 맛"
롱레그스,"저와 같은 쫄보들에게 : 유혈 있음, 점프스케어 있지만 많이 갑작스럽진 않음, 징그럽고 잔인한 장면은 딱한번(눈 가릴 준비 다 시켜줌) 크게 있고, 그 외에는 견딜 만함"
롱레그스,프레임 한가운데서 거침없이 활개치는 공포의 주체
롱레그스,롱레그스
롱레그스,"초반에 음향으로 놀래키길래, 그냥 소리로 놀래키는 뻔한영화인가 했는데, 뒤로 갈수록 재밌다. 어른을 위한 잔혹한 동화같은.. 니콜라스 케이지가 나쁜 주인공이었다니 영화볼 땐 몰랐다"
롱레그스,"30년간 일어난 일가족 살인사건, 그 현장에 항상 남겨져 있는 의문의 암호 등 기이한 요소가 많은데 생각보다 너무 쉽게 풀려서 아쉽다. 하지만 니콜라스 케이지가 미쳤다."
롱레그스,"긴장감 미쳤고,, 극장에서 봐야함"
롱레그스,눈을 크게 뜨고 본다면 좀 더 무서울지도
롱레그스,후반부로 달려가기 위한 느리고도 느린 전개 그래도 매 씬마다 마치 사진 프레임을 보는듯한 구도가 감각적이고 좋았다. 밍밍한 스토리에서 엄청난 존재감을 보여주는 니콜라스 케이지
롱레그스,오랜만에 느끼는 숨 막힘
롱레그스,롱레그스의 연기는 좋았음 스토리는 처음엔 흥미진진 했는데 갈수록 답답하다가 끝이 좀 ... 이었다랄까 .. 공포감은 생각했던 것보다 덜 느낌
롱레그스,지지부진하고 실하지 못한 전개가 영화 전체를 결국 망쳐버린다
롱레그스,개봉 3일째 되는 날에 본 영화.. 나쁘지는 않지만 기대에 비해서는 조금 그렇긴 했다
롱레그스,무서운 광대 it이 되기엔 엉성한 플롯.
롱레그스,올해 최고의 인생 공포영화로 등급!~
롱레그스,인간 소유에 대한 공황을 풀어낸 서글픈 우화. (+ 연출과 연기로 모든 최대치를 끌여올렸다. 나름 떡밥회수를 했다지만 3장은 너무 친절했다.)
롱레그스,간만에 긴장감 있게 봤는데 반전은 너무 뻔했다.
롱레그스,기억남는 건 니콜라스 케이지의 광기뿐. 과대광고의 대표적 사례..
롱레그스,한때 니콜라스 케이지가 고수해 왔던 특유의 과장된 연기가 여기서 빛을 발한다
롱레그스,서늘한 시선 속에 잔상처럼 일렁이는 불결함
롱레그스,공허하게 텅 비어있다.
롱레그스,훌륭하게 비튼 정통 호러 요소와 충실한 계보 잇기.
롱레그스,양들의 침묵에 오컬트를 첨가한 맛이 오묘한데 플레이팅은 기깔나서 작품 내내 눈호강을 한다.
롱레그스,광고가 다한 영화 1시간반동안 밑밥만 졸라 깔다가 설명충이 끝내는 영화 이걸 본 내 눈이 안습이다
롱레그스,"이 영화는 절대로 ""우울증"". ""정신적 고통""을 갖고있는 사람들이라면 보지마세요. 힘들어집니다."
롱레그스,끝내 부수지 못한 잠재의식 속 불안에 물들고 짓눌리다.
롱레그스,음습한 불쾌함. 조디악의 오컬트 느낌
롱레그스,"올해 본 공포영화중에 최고였어요 미장센, 사운드 굿"
롱레그스,?
롱레그스,지난 10년간 가장 무서운 공포영화라니 터무니없는 홍보문구에 웃음만 나온다.
롱레그스,c발 시간 아까비
롱레그스,"정말 조형적이고 잘 찍은 작품, 공포는 보다가 죽을까봐 이젠 못보겠다ㅠ"
롱레그스,정갈한 화면과 연기로 분위기는 한껏 잡아보지만 이야기 자체의 힘이 저 바닥에
롱레그스,영화 구석구석 불가해의 괴이한 에너지
롱레그스,공백과 미완의 오컬트를 보충하는 정교한 형식과 기이한 분위기의 수수께끼
롱레그스,작품성 있는 은유적 표현인척 하지만 그냥 늘어지는~~ 드라마장르의 영화 일뿐 누가 미스터리 호러라고 하던가...?
롱레그스,어쩌면 제일 무서운 색깔은 하얀색일지도 모른다.
롱레그스,8.4/범상치 않아 보이는 불길하고 기괴한 오컬트로 시작해 친절한 설명충 결말로 친근하게 끝맺은 용두사미까진 아니고 용두사두쯤.
롱레그스,세상을 잿빛으로 컴컴하고 눅눅하게 만드는 사탄의질감
롱레그스,사탄에게 초능력을 얻었고 저주를 주었다.
롱레그스,"<유전> 또는 <샤이닝>의 스타일로, 가정사와 정치사의 기이한 서브리미널 사이 여러 장르를 종횡한다."
롱레그스,오컬트와 수사극 화법의 공존은 무엇을 꿈꾸는가?
롱레그스,미스터리와 오컬트의 경계선이 서서히 흐릿하게 겹치며 불길함이 퍼져나간다.
롱레그스,미지의 악의와 기지의 선의로 포위되다
롱레그스,찝찝하고 기분나쁜 니콜라스 케이지의 비주얼과 목소리
롱레그스,니콜라스 케이지의 열연이 하드캐리 했다 그외엔 많이 부족했던 영화
롱레그스,기요시 구로사와 감독의 화면구성과 알프레드 히치콕 감독의 맥거핀 활용을 진하게 영향을 받은 감독이 현대식으로 재해석한 공포영화 같다.
롱레그스,분위기는 ... 그러나 후반부에...
롱레그스,분위기로 조지는 공포물. 약간 난해하기도
롱레그스,어김없이 satan 만행 브금이 지림
너를 좋아해: 투투장부주,"첫사랑인 오빠친구와의 로맨스, 주변상황이 힘든 남주에게 햇살같이 밝은 여주라는 흔하지만 설레는 줄거리 두배우 얼굴합이 좋고 여주 감정선이 자세히 나와서 잼있다"
너를 좋아해: 투투장부주,조로사를 알게된 드라마! 너무 사랑스럽더라구요 저도모르게 웃음이ㅎㅎ 진철원이랑 케미도 나름 잘 맞았어요 한동안 푹 빠져서 본 만족스러운 드라마였습니다
너를 좋아해: 투투장부주,첫눈에 반하는 설레임을 안겨다 준 자쉬 거거 진철원 외모는 미친 수준으로 물이 한껏 올랐고 💕 귀염 뽀짝 순수 그잡채 이미지를 심어준 우리 쯔쯔 로사 너무 이뻤음 💕
너를 좋아해: 투투장부주,남여주 둘다 존예존잘 스타일링도 너무 예쁨! 그리고 일단 둘의 얼굴합이 만점. 특히 둘이 썸탈 때 겁나 설랬음!!! 말도 안되는 서사라 생각했는데 둘의 마음도 예쁨 ㅜㅜ
너를 좋아해: 투투장부주,둘이 삽질할 때가 더 재밌었음
너를 좋아해: 투투장부주,"로사언니한테 빠지게된 진짜 결정적 드라마,, 첫 중드 정말 입문용으로 최고고,, 처음부터끝까지 얼굴만 봐도 즐거운 드라마"
너를 좋아해: 투투장부주,조로사 웃는 게 너무 예뻐요ㅠ
너를 좋아해: 투투장부주,보는 내내 설레고 이틀만에 다 볼 정도로 스토리나 설레는 장면들이 재밌었다
너를 좋아해: 투투장부주,정말 재미있어요.
너를 좋아해: 투투장부주,원래 썸탈때가 젤 재밌는 법이라 끝으로 갈수록 집중력이 좀 떨어지긴 했지만 여태 본 중드 현대물 중 제일 설레고 재밌었다. 완주한 유일한 현대물인듯??! 강추!
너를 좋아해: 투투장부주,찾았다ㅎㅎㅎㅎㅎㅎㅎㅎㅎ앙큼토끼여주와 다정폭스남주
너를 좋아해: 투투장부주,중드 뻔한 스토리같은 오빠친구 짝사랑이야기는 맞음 근데 너무 귀...귀..귀엽다... 뻔한 맛+풋풋함+고구마를 먹이면 꼭 먹이는 사이다 스토리진행으로 기분좋게 볼 수 있다.
너를 좋아해: 투투장부주,정주행만 4번째 고구마 없는 로맨스드라마 뻔한 내용이긴 하지만 주인공 얼굴이 안뻔해… 🙄
너를 좋아해: 투투장부주,진철원 조로사 파이팅
너를 좋아해: 투투장부주,"조로사 진철원 믿보잡이고, 현생물 학원로맨스 중 달다리 나쁘지 않음. (근데 다 보고나도 내용은 기억이 잘 안나는;;;)"
너를 좋아해: 투투장부주,스토리라인이 잘 짜여있는 드라마는 아닌거 같지만 아기자기하게 소소한 재미를 느끼며 설레면서 봤어요. 중드에 선입견 있었는데 첫 중드 선택을 잘한거 같네요! 여주 쌍즈 넘 귀여워요!
너를 좋아해: 투투장부주,개인적으로 유치하고 뻔해지는 것 같아서 중후반부 쯤에서 그만봤지만.... 중드로멘스는 이런 맛인가 봅니다...ㅎ
너를 좋아해: 투투장부주,초반부는 귀엽고 풋풋한 느낌이고 중반부가 제일 재밌었음 특유의 분위기도 좋았고 사귀기 전의 텐션이 제일 기억에 많이 남음 중드치고 짧은편이라서 크게 늘어지는것도 없었음
너를 좋아해: 투투장부주,"그렇지만 내 인생에는 구원자가 없었어- 이전과 결이 다른 조로사의 연기, 진철원의 새로운 매력이 잘 드러나고 좋았지만 연애하기 시작하면서부터는 재미가 덜해짐."
너를 좋아해: 투투장부주,"오빠친구 남주, 장난꾸러기 친구 동생은 사랑이야기"
너를 좋아해: 투투장부주,오빠친구한태 반해서 ? 오랜기간응 좋아하다 결국 연애를 하는과정에서 오빠친구 너무 스윗..ㅜㅜㅜ 넘나 설렜네용
너를 좋아해: 투투장부주,제 첫 중드인데 이렇게 설렐수가 있나요 주인공들 얼굴합이 너무 좋습니다. 다시 정주행하러 갑니다
너를 좋아해: 투투장부주,치아문 시리즈 이후로 오랜만에 본 중드! 몬가 오글거리고 킹받는 모먼트가 종종 있었지만 재밌었당😉 쌍즈 코디가 넘무 예쁨😚
너를 좋아해: 투투장부주,요즘 드라마는 자극적인게 많은데 이 드라마는 순순하고 풋풋함 그 자체임!!! 오랜만에 설렘이라는 감정을 다시 느낄 수 있었던 작품!!
너를 좋아해: 투투장부주,풋풋하고 고구마 없는 설레임에 간질간질한 마음으로 정주행했어요 처음부터 끝까지 미소지으며 보게되는 드라마인것같아요❤
너를 좋아해: 투투장부주,중드에서 흔히 보이는 고구마 요소들이 전혀 없어서 힐링하며 보았다! 간만에 끊지 않고 쭉 다 봤다.
너를 좋아해: 투투장부주,친한동생 추천으로 본건데 암격리적 비밀에서 본 남주가 출연해서 좋았습니다 재밌게봤어요
너를 좋아해: 투투장부주,서로의 다정함이 이렇게라도 다정하게 전할수 있어 다행이야. 오래오래 서로의 맘을 알아 행복하길.
너를 좋아해: 투투장부주,고구마 없는 설렘물 대환영. 세세하게 풀어주는 감정선들 너무 좋고 이들의 꿋꿋한 사랑에 다시 한 번 빠짐 ㅠ
