movie_title,review
추격자,4885 너지? 캬~~ 시간이 지나도 잊혀지지 않네요~ 하정우배우님 연기 정말 섬뜩햇어요. 👍
추격자,애초에 선이라는 것이 존재하지 않았던 악과 악의 대결. 세상은 그만큼 악으로만 가득 차있다. 최악과 차악을 구분하는 것이 아무 의미도 없을 만큼. 한 유형의 악(엄중호)으로 부터 ...
추격자,치명적인 사이코패스영화. 하정우의 엄청난 연기는 영화를 보는 내내 그를 증오하게 만든다. 보고나서 가슴의 잔뜩난 기스와 상처로 그득한 여운마저 남게되는 그런영화
추격자,'나홍진' 이라는 괴물의 등장. 어둡고 무거운 분위기를 제대로 살려 몰입도가 최상급이다.
추격자,이 영화는 말도 안되는 판타지다. 엄중호는 이 세상에 없기 때문이다.
추격자,몇번을봐도 지루하지않고 스릴넘치네요
추격자,추격의 동기가 설득적으로 그려지지 않는다. 피해자 재현을 이렇게 했어야 했나? 동의할 수 없다.
추격자,관객을 인질로 잡을 줄 아는 독한 신인의 등장
추격자,야 4885
추격자,강렬하고 거칠고 신선하다
추격자,"쫓고 쫓기는 스릴러의 표본, 일찍 잡혔던 범인과 예상치 못한 흐름으로 몰입감을 주었다. RIP 개미 수퍼 아줌마"
추격자,아직도 한국의 스릴러 하면 떠오르는
추격자,17년이나 지난 영화라는게 믿기지않을정도로 신박하다 하정우배우와 김윤석배우의 연기가 너무나 인상적이고 추리물임에도 특유에 질질끄는 느낌이없어서 좋다 인생영화다
추격자,가끔 너무 보고싶은데 볼 용기가 안나는 영화
추격자,지금의 하정우와 김윤석을 그리고 나홍진을 있게 한 작품 긴장감과 스릴을 즐기다 보면 개미슈퍼 아주머니에 한숨 한번 쉬고나면 끝
추격자,무엇을 따라가였는가
추격자,무능력한 남자가 무능력인 남자를 추격하는 와중에 공권력의 무능력함을 마주한다.
추격자,생각보다 무서운영화
추격자,지독한 리얼리즘이 선물한 강렬한 서스펜스.
추격자,공백과 여백이 없는 대단히 탄탄하고 잔혹한 스릴러.
추격자,끝까지 흥미진진하다.
추격자,"4점 누르면 ""재미있어요""라고 뜨는데 전혀 재미있지는 않다 너무 잘 만들어서 화나고 찝찝한 영화"
추격자,알고봐도 불쾌하고 찝찝한 범인놈
추격자,하정우 살인마 눈빛은 단연 톱인 듯
추격자,서 스 펜 스 .
추격자,소름 끼치는 영화란 이런것
추격자,당대에는 이해할 수 없었던 이유 없는 살인.
추격자,이 영화를 계기로 한국영화에 빠지기 시작했어요
추격자,배우들의 훌륭한 연기력!! 긴장감 넘치는 스토리 !!
추격자,너무 재미있게 봤어요
추격자,끊임없이 휘몰아치는 추격
추격자,4885란 숫자만 들어도 소름 영화관에서 뛰쳐나오고 싶은 순간이 여러번이었다. 하정우의 발견은 이 영화에 있다고 본다. 인간의 성악설을 맹신하게 된 계기가 되었다
추격자,둘이 직접싸우는 것은 두 장면뿐이지만 정말 긴장감 넘치고 잘 만든 작품이다
추격자,망치와 함께 묵직하게 때려눕히는 공권에 대한 분노. 말로 안통하는 세상에서 지키기 위해 날 뛸 뿐 이다.
추격자,"정말 잘 만든 스릴러 영화. 이게 장편 데뷔작이라니, 나홍진은 천재다."
