movie_title,review
23 아이덴티티,16년 인생 가장 완벽한 스릴러 영화!
23 아이덴티티,23개의 인격이 한 영화에?
23 아이덴티티,"좋은 소재에 좋은 연기자들을 사용하였지만 '23 아이덴티티'를 잘 형상화하지 않았고, 중간중간 개연성이 빠진 부분들이 있다고 느껴 아쉬운 영화가 되었다."
23 아이덴티티,제임스 맥어보이씨가 연기를 너무 잘한당 진짜 딴사람같음
23 아이덴티티,제임스 맥어보이의 소름돋는 '인생연기'
23 아이덴티티,"소재는 신선, 아니 소재만 신선"
23 아이덴티티,납치감금을 해놓고 이렇게 지루할 수가...
23 아이덴티티,제임스 맥어보이의 연기만 좋았다
23 아이덴티티,나도 모르는 또 다른 자아가 있을수 있다는 생각이 들었다.
23 아이덴티티,"'고통'에 대한 심도깊은 고찰로 탄생한 캐릭터들, 감독의 통찰력에 감탄이 나온다. 덧붙여 어톤먼트의 까칠하지만 순수한 청년 제임스 맥어보이의 놀라운 연기는 꼭 언급하고 싶은 영화."
23 아이덴티티,제임스 맥어보이의 연기로는 최고를 찍어 버림 보는 나도 정신병 걸릴것 같은 공포의 연기
23 아이덴티티,제임스 맥어보이의 연기 차력쇼
23 아이덴티티,[영화] 23아이덴티티 다중인격에 관한 소재는 늘 흥미진진하다. 나이트 샤말란 감독 역시 다중인격의 소재를 공포영화와 접목했다. 하지만 다중인격에 대해 이미 알고 있는 나로서는 ...
23 아이덴티티,제임스 멕어보이란 배우가 강렬하 남는다
23 아이덴티티,"늘어지는 흐름을 잡기엔 역부족이었지만, 소재랑 연기력만으로도 볼 만한 가치가 있음"
23 아이덴티티,"연기는 아주 좋았지만, 이야기로서는 아쉬움이 많았다"
23 아이덴티티,안야 테일러 조이를 기억하라.
23 아이덴티티,자신의 행위를 정당화하려 다중인격을 만들어내는 비스트들이 존재한다
23 아이덴티티,제임스 맥어보이의 연기파티에 초대합니다.
23 아이덴티티,니코틴마냥 연기로 흡입해버린다. 중독은 덤
23 아이덴티티,상처에 맞서는 방법이 비슷하면서도 정반대인 두 사람의 정면승부를 보여주는 영화
23 아이덴티티,굳이 넣을 필요없는 강간 암시는 뭘까ㅠ
23 아이덴티티,"자의반 타의반, 샤말란이 돌아오고 있다"
23 아이덴티티,Broken are the more evolved. 2016년
23 아이덴티티,연기 가 미쳤네
23 아이덴티티,연기 진짜 소름돋게 잘 한다... 몰입도최강
23 아이덴티티,마지막에 장르가 헐크가 되어버림ㅋㅋㅋㅋㅋ
23 아이덴티티,뭔지 모르고 영화관에서 봤다가 무서워 죽는줄ㅠ
23 아이덴티티,내 안의 '비스트'를 똑바로 바라보고 인정하기. 아프고 무서울지라도.
23 아이덴티티,감독을 보지말고 영화를 봅시다
23 아이덴티티,제임스 맥어보이 연기 미쳤닼ㅋㅋㅋㅋㅋㅋㅋ 중간중간 과거씬 나올때 몰입도 확 떨어졌는데 이유가 있었던거임. 암걸리는 요소가 좀 있어서 평점은 깎였지만 마무리가 완벽했음
23 아이덴티티,"흡입력, 긴장감, 연기력 깔끔한 삼박자"
23 아이덴티티,23개의 자아를 소름돋게 연기한다
23 아이덴티티,샤말란의 마력
23 아이덴티티,꺼진 언브레이커블도 이어가는 연결고리
23 아이덴티티,.
23 아이덴티티,아직 분열이 덜 끝난 듯해. 찝찝.
23 아이덴티티,제임스 맥어보이의 괴물같은 연기력!! 샤밀란 감독이 욕심을 덜 냈으면 좋았으련만
23 아이덴티티,재밌게 봤습니다.
23 아이덴티티,제임스 맥어보이의 연기파티
23 아이덴티티,숲을 봤을 때 달라지는 영화
23 아이덴티티,안야 테일러 조이를 처음 알게 된 작품. 맥어보이의 연기는 정말 일품이었다. 작은 표정 변화만으로 인격이 바꾸는 것이 보이는 그의 연기를 보면서 스릴러 작품의 재미도 느끼게 되었다
23 아이덴티티,나이트 샤말란은 재밌는 영화를 만들려고 하는게 아니라 영화를 만들다 보면 재밌는게 나오는걸지도 모름.
23 아이덴티티,"답답함과.. 왜 저러지 싶은 부분들이 있긴 하지만, 제임스 맥어보이의 연기는 대단하다. 근데 문나이트와 DID 갖게 된 계기도 똑같고… 접점이 많다. 하품 한번도 안함"
23 아이덴티티,영화 제목과 카피가 영화 관람을 망쳐놓은 대표적인 사례. 브루스 윌리스가 귀신이다!!를 실제로 마케팅 전략으로 삼을 줄이야...
23 아이덴티티,그냥 보고 나옴
23 아이덴티티,맥어보이가 연기는 잘 하는데 안무섭다 그래도 쿠키 때문에 별하나 추가
23 아이덴티티,주인공 제임스 맥어보이가 다했다. 다양한 인격들 연기 최고였다.
23 아이덴티티,본에 이어서 23 아이덴티티도?
23 아이덴티티,"강력한 ""믿음""은 인간에게 어떠한 치명적인 효과를 가져오는가."
플로리다 프로젝트,플로리다의 유명도시인 올랜도에 디즈니월드가 위치하고 있다. 그 때문에 미국인들 뿐만 아니라 외국에 거주하는 사람들 또한 올랜도와 플로리다에 대한 환상을 가지고 있다. 그쪽 지역은 ...
플로리다 프로젝트,TV 드라마를 좋아하지 않는다. 정확히 얘기하면 아무리 허구의 이야기라도 말도 되지 않은 설정들은 쉽사리 설득되지 않는다. 그 '말도 되지 않은 설정'의 천국은 TV드라마속의 내용...
플로리다 프로젝트,아이스크림과 와플을 먹고싶은 평범하고 순수한 바램도 너무나 참혹한 행복의 디즈니랜드 뒷편의 아이들
플로리다 프로젝트,"이 영화를 만난 것이 작년 부산국제영화제 때였으니까 거의 4개월이 지나간다. 조금은 어렴풋한 기억으로만 남아 있기도 한데, 금주 토요일에 다시 보게 되니 감회가 새로울 것 같기도 ..."
플로리다 프로젝트,"캘리포니아의 디즈니 테마파크의 성공적인 개장 후 자신감을 얻은 월트 디즈니는 보다 자연친화적이고 미래적인 낙원을 만들기로 결심한다. 플로리다의 올랜드 지역의 28,000에이커(3,..."
플로리다 프로젝트,"플로리다 주, 어린이들의 꿈 디즈니월드 근처의 어느 모텔에 아이들이 산다. 무니, 스쿠티, 잰시. 무니와 스쿠티는 '매직 캐슬'이라는 모텔에 산다. 모텔은 원래 장기 거주가 금지되..."
플로리다 프로젝트,플로리다주에 있는 환상의 나라 디즈니랜드와 그 건너편에 환상과는 거리가 먼 너무나도 절박하고 현실적인 매직캐슬. 이 매직캐슬에서 디즈니랜드보다 더 환상적이고 아름다운 영상미로 주인...
플로리다 프로젝트,"이 영화를 보면서 느낀 점 3가지. 1. 겁많은 개가 짓는다. - 단순히 이들의 문제만은 아니다. 자신이 궁지에 몰리게 되면, 자신을 지키기 위해 더 사나워지게 된다. 이것이 안..."
플로리다 프로젝트,"포스터, 영화의 색감, 천진난만한 아이들은 사랑 그 자체인데 영화 소개는 잘못되었다. 우리를 행복하게 할 가장 사랑스러운 걸작이라는 표현은, 영화 포스터랑 스틸컷만 본 사람이 만든..."
플로리다 프로젝트,영화 <플로리다 프로젝트>는 실제로 존재하는 플로리다 주 '월트 디즈니 월드 리조트' 근처 고속도로 인근에 위치한 '매직캐슬' 모텔을 배경으로 하고 있습니다. 플로리다 프로젝트는 ...
플로리다 프로젝트,"행복해 할수록 다가올 불행이 보이고, 좌절하고 체념할 땐 불행의 끝이 보이지만, 그것이 행복이라고는 말할 수 없는, 매니저의 시선처럼 오로지 안타까움만이 허락된 그 곳"
플로리다 프로젝트,두시간이 금방간다
플로리다 프로젝트,어른에게도 아이에게도 삶은 괴로움으로 가득해서 잠깐 떠오른 무지개 같이 짧고 즐거운 추억이 없이는 버티기 쉽지 않다.
플로리다 프로젝트,"그래, 그게 가장 단순하고 편리한 방법이지. 알면서도 모른척하는 거."
플로리다 프로젝트,션 베이커 감독의 최고작. 마지막 시퀀스는 스크린으로 빨려가는 느낌이었다.
플로리다 프로젝트,무지개의 끝은 보라색
플로리다 프로젝트,"너무 현실적이라서 슬픈 작품, 사회가 규정한 것이 진정 아이의 행복을 위한 길인가 진지하게 고민하게 만드는 작품"
플로리다 프로젝트,"싱글맘 핼리의 불안과 꼬마 딸 무니의 불안이 삶이라는 수렁 속에서 서서히 실제가 돼 나타났을 때, 보랏빛 플로리다는 마음을 때리는 먹먹한 프로젝트로 흐려졌다. 2017. 4.5."
플로리다 프로젝트,무지개빛 비극
플로리다 프로젝트,"규제가 강화되어도, 세상이 각박해도 쓰러진 나무는 계속 자란다."
