movie_title,review
의사요한,지성x이세영 까지는 좋았으나 멜로는 아니었다...
의사요한,"그냥 환자와 의사를 넘어서 타인에 대한 고통, 아니 사람을 이해하는 법을 보여주는 드라마."
의사요한,개재밌다 이 한마디로 설명 가능한 드라마
의사요한,의학드라마 좋아해서 봤는데 역시나 재밌네요 그냥 누무 감동적인 드라마입니다…
의사요한,"조금 다른 결의 메디컬드라마. 지성 배우의 캐릭터가 신선했다. 통증도 살기 위해 꼭 필요한 것이었음을, 생각해 본적이 없었다. 몸도 마음도 치유의 시작은 통증을 느끼는것 부터였다."
의사요한,"용두사미 메디컬 드라마인 줄 알있으나 지상파 방송이다보니 메디컬 ""로맨스"" 드라마였다."
의사요한,갑분멜로만 아니였다면 더 좋았겠지만 내 삶의 끝을 생각해보게 한다
의사요한,좋아하는 배우들과 좋아하는 스토리?
바튼 아카데미,하나 잃으면 전부 잃은 듯했던 아이. 반쪽 눈으로 살아가는 법 배우기.
바튼 아카데미,이걸 발렌타인데이에 혼자 가서 보고 온 나도 사실 숨은 주인공 아닐까ㅋㅋㅋ
바튼 아카데미,예고편보고 기대하고 갔던 분위기는 아니지만 힐링 영화로는 딱이었음. 생각보다 잔잔했음
바튼 아카데미,따뜻한 영화가 좋다는 건 역사와 전통이 증명한다.
바튼 아카데미,매년 크리스마스가 되면 이 영화를 꺼내볼 것 같다.
바튼 아카데미,스토리가 어떻게 진행될지 뻔히 보여도 예상하는대로 진행됐으면 싶을 때 있는데 이 영화가 그랬음 그러나 하나도 진부하지않고 위트와 감동도 모자라거나 과하지않음
바튼 아카데미,"결핍이 쌓아올린 ""앙트라 누"" @28th 부산국제영화제"
바튼 아카데미,저마다 상처를 가진 이들이 서로에게 버틸 수 있는 온기와 나아갈 수 있는 힘이 된다는 믿음을 이토록 따뜻하고 뭉클하게.
바튼 아카데미,9.3/모두가 항우울제 하나쯤은 품고 다니는 세상 속 망한 체리 주빌레에 담긴 진심처럼.
바튼 아카데미,‘남겨진’사람들도 그들안에서만큼은 ‘선택된’이라는 표현을 서로가 써주고 싶어했을것이다
바튼 아카데미,서로에 상처 외로움 찌꺼기제거는 사람의따스함으로
바튼 아카데미,잔잔하다. 연기가 뛰어난 것도 알겠고 따스함도 느껴지지만 너무 잔잔해서 몰입도가 떨어졌던 것 같다.
바튼 아카데미,"때로는 우리네 같은 어설픈 평범함이 더 친근할 때가 있다. 그나저나 폴 선생님의 양보는 언제쯤 위로될 수 있을까, 우리 일상에서도 그런 날이 올 수 있을지."
바튼 아카데미,불협화음이 만들어 낸 하모니. 외로움들이 모여 서로를 치유하다. “앙트레 누!”
바튼 아카데미,"바튼맨으로서 긍지를 가져도 될만큼, 그해 그 크리스마스 시즌은 최고의 수업이었다. 영화를 본 이후에도 좀처럼 멈추지 않는 이 울림…"
바튼 아카데미,"너무나 훌륭한 극본, 연출, 액팅의 하모니. 메리 아주머니가 차려준 식탁에서 밥 먹고 싶고, 중학교 때 그 선생님이 보고 싶어졌다. 알렉산더 페인의 최고작! 2023. 4.5"
바튼 아카데미,예전의 알렉산더 페인이었다면 더 근사했을텐데 하는 아쉬움 반 썩어도 준치 반...
바튼 아카데미,알렉산더 페인은 폴 지아매티란 자신의 페르소나를 통해 꼬장꼬장한 자신의 모습을 나쁘게 투영하는 신기한 능력을 보여주고 있다. 좋은 사람이라곤 없는 영화에서 따뜻함을 만들어내는 스토
바튼 아카데미,"오랜만에 소시적 미국 스타일의 드라마를 봤다. 1차적인 캐릭터 설정, 작위적인 내러티브, 은근 강요조의 감동 등은 여전히 거슬리지만 그래도 작금의 마블류 쓰레기들보단 낫지않은가"
바튼 아카데미,여백의 유임
바튼 아카데미,언젠가 이 영화를 정말 다시 한 번 보고 싶은 날이 올 거 같다
바튼 아카데미,노잼 노감동 캐릭터 몰입도 감정도 동요 안 되는 스토리도 그냥저냥 연기도 그냥저냥 그냥 크리스마스 영화로 극장말고 오티티로도 보면 될 영화 돈 아까운 영화였다.
바튼 아카데미,"상처를 감추고 살아가는 이들에게 건네는 따듯한 위로, 메리 크리스마스"
바튼 아카데미,앙트레 누! 우리끼리 얘기지만 또 보자 :)
바튼 아카데미,상처뿐인 것 같은 외로운 인생을 버틸 수 있게 하는 건 결국 마주 잡은 손의 온기
바튼 아카데미,바튼 아카데미 | 뻔한 이야기 속에 숨은 진주
바튼 아카데미,사람 냄새나는 온기
바튼 아카데미,뜨거운 작별인사. 거기에 담긴 우정과 진심.
바튼 아카데미,소외된 이들이 가족을 이루며 서로를 치유하는 바튼맨들의 앙트레 누
바튼 아카데미,웨스 앤더슨의 기계적인 면모를 듬뿍 덜어낸 듯한 감성적인 영화
바튼 아카데미,저마다 빛을 가진 사람들의 찬란한 찰나에 대하여
